latitude,longitude,median_income,population
39.9147832,-75.1573595,75185.0,3942.0
39.9186347,-75.147183,75984.0,5568.0
40.0372006,-75.0421226,59738.0,7498.0
39.92789519999999,-75.16601399999999,104981.0,4031.0
39.9265154,-75.145439,99797.0,4409.0
39.9289547,-75.1647054,104981.0,4031.0
39.9164428,-75.16772399999999,94150.0,5182.0
39.9131266,-75.1554262,75185.0,3942.0
39.9151951,-75.1601342,75185.0,3942.0
39.919557,-75.163906,94150.0,5182.0
39.9241995,-75.1674676,82258.0,4118.0
40.0477251,-75.06068119999999,61318.0,6071.0
40.0284553,-75.0590951,42176.0,6034.0
40.0408996,-75.0477093,71691.0,2852.0
40.0507979,-75.0668723,68652.0,7588.0
40.0441435,-75.0530576,71691.0,2852.0
40.0450148,-75.0548313,55102.0,5610.0
40.05618399999999,-75.061858,47289.0,4053.0
40.0424637,-75.0748977,51460.0,4498.0
40.0412731,-75.07589589999999,51460.0,4498.0
40.0470968,-75.05970099999999,61318.0,6071.0
40.0425621,-75.07470959999999,51460.0,4498.0
40.0432626,-75.0527133,45282.0,3597.0
40.0505705,-75.06543789999999,56818.0,7507.0
40.0457917,-75.0710931,56818.0,7507.0
40.0424179,-75.07427849999999,63241.0,6773.0
40.0481261,-75.0587279,55102.0,5610.0
40.0482919,-75.0582855,55102.0,5610.0
40.0504963,-75.0642187,47289.0,4053.0
40.0355871,-75.0711465,52211.0,4884.0
40.0421745,-75.07447599999999,63241.0,6773.0
40.0373492,-75.0423481,59738.0,7498.0
40.0361505,-75.0881247,41296.0,3940.0
40.0406837,-75.07586239999999,63241.0,6773.0
40.0402662,-75.0763588,63241.0,6773.0
40.049758,-75.0618925,47289.0,4053.0
40.0339672,-75.0718021,65556.0,3778.0
40.0394561,-75.0562953,45282.0,3597.0
40.0354481,-75.0808773,52211.0,4884.0
40.042532,-75.0632169,61318.0,6071.0
40.0352973,-75.06684109999999,36880.0,5874.0
40.0468059,-75.070787,68652.0,7588.0
40.034881,-75.06621899999999,36880.0,5874.0
40.0428555,-75.0737309,63241.0,6773.0
40.0483663,-75.0692452,68652.0,7588.0
40.0485072,-75.061685,56818.0,7507.0
40.0479377,-75.0583743,55102.0,5610.0
40.0393694,-75.07783289999999,51460.0,4498.0
40.0336654,-75.0720324,65556.0,3778.0
40.0335808,-75.0850407,62411.0,4900.0
40.0504963,-75.0642187,47289.0,4053.0
40.0486933,-75.0598038,47289.0,4053.0
40.0509123,-75.0667021,68652.0,7588.0
40.0333979,-75.0488472,59738.0,7498.0
40.0487431,-75.06207239999999,56818.0,7507.0
40.0415412,-75.05488749999999,45282.0,3597.0
40.055948,-75.0738484,67683.0,6431.0
40.0571449,-75.0303251,77800.0,7822.0
40.05109789999999,-75.0666552,68652.0,7588.0
40.0400326,-75.0662657,63241.0,6773.0
40.0427287,-75.0739591,63241.0,6773.0
40.040257,-75.066103,63241.0,6773.0
40.0490032,-75.0630458,56818.0,7507.0
40.0528743,-75.064797,47289.0,4053.0
40.0466123,-75.0601454,61318.0,6071.0
40.0403343,-75.06602749999999,63241.0,6773.0
40.032673,-75.0631465,42176.0,6034.0
40.0403699,-75.07629349999999,63241.0,6773.0
40.0437029,-75.0523111,71691.0,2852.0
40.0414354,-75.0547067,45282.0,3597.0
40.0298597,-75.06259399999999,42176.0,6034.0
40.0227619,-75.0636226,45846.0,5485.0
40.0328372,-75.0834002,52211.0,4884.0
40.035233,-75.081746,62411.0,4900.0
40.045606,-75.06089,61318.0,6071.0
40.0477985,-75.06981429999999,68652.0,7588.0
40.0429659,-75.073782,63241.0,6773.0
40.0369827,-75.0415653,59738.0,7498.0
40.0273285,-75.0600316,60957.0,7695.0
40.03375399999999,-75.0720618,65556.0,3778.0
40.0509052,-75.0667808,68652.0,7588.0
40.06342069999999,-75.1531248,46806.0,5001.0
40.0437732,-75.0523843,71691.0,2852.0
40.0414979,-75.0649012,56818.0,7507.0
40.0416184,-75.06480479999999,56818.0,7507.0
40.0414089,-75.0649655,56818.0,7507.0
40.0348349,-75.0660679,36880.0,5874.0
40.0534798,-75.0919806,58623.0,4256.0
40.0406481,-75.0437729,71691.0,2852.0
40.0394562,-75.0777404,51460.0,4498.0
40.02548,-75.0446996,52342.0,5617.0
40.0191343,-75.0817071,33419.0,7727.0
40.0321596,-75.0525011,42176.0,6034.0
40.0478633,-75.05940509999999,55102.0,5610.0
40.0412666,-75.0544486,45282.0,3597.0
40.0388465,-75.0774706,52211.0,4884.0
40.0395171,-75.0564491,45282.0,3597.0
40.0359143,-75.0420757,80283.0,7249.0
40.0363888,-75.0882079,41296.0,3940.0
40.016946,-75.0603436,50409.0,3686.0
40.0295443,-75.0584835,42176.0,6034.0
40.050012,-75.09502789999999,44108.0,6982.0
40.0221322,-75.0775476,33419.0,7727.0
40.0327098,-75.0631816,42176.0,6034.0
40.0362743,-75.0424474,59738.0,7498.0
40.0415739,-75.0747081,63241.0,6773.0
40.043488,-75.05227169999999,71691.0,2852.0
40.0311032,-75.06289799999999,42176.0,6034.0
40.0469174,-75.0604986,61318.0,6071.0
40.0485394,-75.06174759999999,56818.0,7507.0
39.95528789999999,-75.1707661,93998.0,2815.0
40.0558716,-75.04567949999999,55389.0,3988.0
40.0314401,-75.0541424,42176.0,6034.0
40.040167,-75.057343,45282.0,3597.0
40.0646797,-75.02103819999999,63115.0,3141.0
40.0432302,-75.0740332,51460.0,4498.0
40.0326698,-75.08446719999999,62411.0,4900.0
40.0349536,-75.0686613,36880.0,5874.0
40.0461805,-75.05656809999999,55102.0,5610.0
40.0413901,-75.0650252,56818.0,7507.0
40.06237429999999,-75.0837316,67683.0,6431.0
40.035713,-75.0424596,80283.0,7249.0
40.0467524,-75.0601008,61318.0,6071.0
39.9518644,-75.1704634,93998.0,2815.0
39.95211219999999,-75.1748994,63200.0,2031.0
40.0474113,-75.05547659999999,55102.0,5610.0
40.0405396,-75.07696709999999,51460.0,4498.0
40.03369319999999,-75.0849345,62411.0,4900.0
40.0413206,-75.07584109999999,51460.0,4498.0
40.0404561,-75.0655625,61318.0,6071.0
40.05618399999999,-75.061858,47289.0,4053.0
39.9485649,-75.21637919999999,63348.0,4609.0
40.0670134,-75.1780335,56546.0,3068.0
40.0804577,-75.1731041,53713.0,4453.0
40.0735551,-75.158571,77160.0,4703.0
40.0608333,-75.1672222,63867.0,5474.0
40.0675681,-75.17904349999999,56546.0,3068.0
40.0665668,-75.15832429999999,77160.0,4703.0
40.0801375,-75.1727209,53713.0,4453.0
40.074707,-75.157934,89286.0,5826.0
40.0704304,-75.1569368,77160.0,4703.0
40.067934,-75.1569664,77160.0,4703.0
40.0719258,-75.1614292,67379.0,4180.0
40.0792205,-75.1740786,53713.0,4453.0
40.0733611,-75.15851459999999,77160.0,4703.0
40.0608142,-75.1671583,63867.0,5474.0
40.0719141,-75.1613259,67379.0,4180.0
40.0587022,-75.14979629999999,46806.0,5001.0
40.0543848,-75.1566884,32204.666666666668,5489.0
40.0645905,-75.1546485,77160.0,4703.0
40.0797906,-75.1737018,53713.0,4453.0
40.0626757,-75.1931803,113343.0,3991.0
40.0675161,-75.1471273,52267.0,6989.0
40.0686906,-75.18171339999999,78798.0,2765.0
40.07955,-75.173096,53713.0,4453.0
40.0719119,-75.1573892,77160.0,4703.0
40.07119429999999,-75.15732729999999,77160.0,4703.0
40.0545925,-75.1577746,24904.0,3116.0
40.0793884,-75.173908,53713.0,4453.0
40.0609134,-75.1673179,63867.0,5474.0
40.0529628,-75.18610799999999,68676.0,4796.0
40.060845,-75.16739,63867.0,5474.0
40.0739685,-75.1666472,64868.0,3015.0
40.0583333,-75.1527778,46806.0,5001.0
40.0595528,-75.16587559999999,66705.0,3241.0
40.0692208,-75.19983289999999,179911.0,1414.0
40.073678,-75.1670899,64868.0,3015.0
40.0798783,-75.1735391,53713.0,4453.0
40.0704782,-75.1571238,77160.0,4703.0
40.0709753,-75.1578251,77160.0,4703.0
40.07405,-75.2030722,124792.0,2444.0
40.0602875,-75.1644527,63867.0,5474.0
40.066977,-75.17800299999999,56546.0,3068.0
40.0607857,-75.1670899,63867.0,5474.0
40.0632093,-75.1518976,52267.0,6989.0
40.0591708,-75.19044459999999,113343.0,3991.0
40.0737683,-75.158628,77160.0,4703.0
40.0608142,-75.1671583,63867.0,5474.0
40.0700412,-75.1576024,77160.0,4703.0
40.0601026,-75.16680459999999,66705.0,3241.0
40.0782104,-75.2086609,124792.0,2444.0
40.03376009999999,-75.17574309999999,18646.0,1480.0
40.0523812,-75.1579331,24904.0,3116.0
40.0731551,-75.19467159999999,63542.0,3525.0
40.0535645,-75.1859429,55988.0,4747.0
40.0690663,-75.19951379999999,179911.0,1414.0
40.0795109,-75.17313299999999,53713.0,4453.0
40.0651087,-75.1552361,77160.0,4703.0
40.0497596,-75.1608888,24904.0,3116.0
40.0705996,-75.157012,77160.0,4703.0
40.0734707,-75.1982718,63542.0,3525.0
40.081728,-75.038263,66557.0,5197.0
40.0638826,-75.15243679999999,52267.0,6989.0
40.0545696,-75.186966,68676.0,4796.0
40.0543994,-75.1788902,55988.0,4747.0
40.0678655,-75.17931899999999,56546.0,3068.0
40.0594832,-75.16474219999999,63867.0,5474.0
40.0694435,-75.19932,63542.0,3525.0
40.0644977,-75.1528242,52267.0,6989.0
40.0804464,-75.17309759999999,53713.0,4453.0
40.0741158,-75.2025692,124792.0,2444.0
40.0546607,-75.1938964,113343.0,3991.0
40.0672315,-75.178271,56546.0,3068.0
40.0808123,-75.1724618,53713.0,4453.0
40.0494951,-75.1718094,66705.0,3241.0
40.0381502,-75.1769425,66691.0,6060.0
40.0661455,-75.15876349999999,77160.0,4703.0
40.0604457,-75.1915181,113343.0,3991.0
40.0521708,-75.1853276,55988.0,4747.0
40.058654,-75.164687,66705.0,3241.0
40.0555874,-75.1588362,24904.0,3116.0
40.0598969,-75.19064039999999,78798.0,2765.0
40.0532135,-75.1859116,55988.0,4747.0
40.0752078,-75.2045457,124792.0,2444.0
40.0645046,-75.1529498,52267.0,6989.0
40.0671732,-75.1464921,52267.0,6989.0
40.07955,-75.173096,53713.0,4453.0
40.066413,-75.1584833,77160.0,4703.0
39.9480195,-75.2243046,70526.0,3811.0
40.022658,-75.1587102,46037.0,3695.0
40.052996,-75.1568242,24904.0,5489.0
40.05240089999999,-75.1579929,24904.0,3116.0
40.0785206,-75.1814289,50813.0,1746.0
39.9833877,-75.2442184,44416.0,6886.0
39.989228,-75.24978759999999,78387.0,3578.0
39.9716027,-75.24470269999999,46492.0,6248.0
39.9722318,-75.2512735,54871.0,5439.0
39.9722114,-75.2487481,54871.0,5439.0
39.9753054,-75.2443162,46492.0,6248.0
39.9799041,-75.2349777,44545.0,4098.0
39.9724775,-75.2495916,54871.0,5439.0
39.9742935,-75.2400617,46492.0,6248.0
39.9807856,-75.2395943,44416.0,6886.0
39.9748084,-75.2613436,79531.0,5802.0
40.0027936,-75.2224428,53377.0,3144.0
39.9787673,-75.2712849,79531.0,5802.0
39.9780021,-75.26710299999999,75446.0,2547.0
39.953012,-75.242419,29571.0,4457.0
39.9750802,-75.2497272,87349.0,4637.0
39.9708175,-75.2404708,46492.0,6248.0
39.9777365,-75.2723444,79531.0,5802.0
39.9794259,-75.2348707,44545.0,4098.0
39.9704212,-75.23346719999999,23750.0,3426.0
39.9791548,-75.2687444,75446.0,2547.0
39.9576053,-75.2414763,29571.0,4457.0
39.9726412,-75.2397502,46492.0,6248.0
39.9530834,-75.21856629999999,87875.0,3364.0
39.9748131,-75.2520929,87349.0,4637.0
39.9518141,-75.2487834,35518.0,8173.0
40.03842789999999,-75.1241563,71551.0,6457.0
39.9718432,-75.2261884,47632.0,3993.0
39.977526,-75.27262,79531.0,5802.0
39.9777859,-75.2656174,75446.0,2547.0
39.9776428,-75.272418,79531.0,5802.0
39.973678,-75.271942,79531.0,5802.0
39.9786604,-75.2680969,75446.0,2547.0
39.9781091,-75.2671701,75446.0,2547.0
39.9692188,-75.2430663,46492.0,6248.0
39.9720143,-75.251544,54871.0,5439.0
39.9890824,-75.2499638,78387.0,3578.0
39.9797026,-75.26807629999999,75446.0,2547.0
39.9491222,-75.170749,90741.0,2512.0
39.9679746,-75.2376661,32935.0,3568.0
39.980047,-75.2686113,75446.0,2547.0
39.9807986,-75.2347233,35515.0,4877.0
39.9705703,-75.2453646,46492.0,6248.0
39.9737135,-75.1339284,129023.0,6177.0
39.9698425,-75.2387463,32935.0,3568.0
39.9541751,-75.21170029999999,61621.0,3831.0
39.95621209999999,-75.2099653,61621.0,3831.0
39.9795,-75.268371,75446.0,2547.0
39.9758412,-75.23922999999999,46492.0,6248.0
39.9523149,-75.242631,35518.0,8173.0
39.9830842,-75.2417011,44416.0,6886.0
39.9756763,-75.2413449,46492.0,6248.0
39.9790976,-75.2686469,75446.0,2547.0
39.9794794,-75.2688757,75446.0,2547.0
39.97947,-75.2691585,75446.0,2547.0
39.9508618,-75.1748874,63200.0,2031.0
39.980424,-75.233654,35515.0,4877.0
39.9554125,-75.24228649999999,29571.0,4457.0
39.9803601,-75.2352231,44545.0,4098.0
39.9500062,-75.1621608,145036.0,1859.0
39.9671974,-75.1732844,147361.0,2962.0
39.9783091,-75.27245429999999,79531.0,5802.0
39.9482947,-75.14382359999999,137250.0,3493.0
40.0794721,-74.9921296,71232.0,4715.0
39.9747654,-75.2491793,54871.0,5439.0
39.98105229999999,-75.2462997,44416.0,6886.0
39.976584,-75.2326336,28958.0,6196.0
39.9832925,-75.2438158,44416.0,6886.0
39.9567293,-75.2417516,29571.0,4457.0
39.982236,-75.239387,44416.0,6886.0
39.9602344,-75.1966365,35139.0,2963.0
39.9783335,-75.2676149,75446.0,2547.0
39.9887732,-75.24980699999999,78387.0,3578.0
39.9801843,-75.2350031,44545.0,4098.0
39.9609425,-75.2411171,29571.0,4457.0
39.9803606,-75.23505949999999,44545.0,4098.0
39.9668728,-75.2433484,42297.0,3576.0
39.9663441,-75.2400851,42297.0,3576.0
40.0091667,-75.1941667,115402.0,4172.0
39.9708489,-75.2327531,28958.0,6196.0
40.084767,-74.97063589999999,85733.0,4859.0
39.9793747,-75.2689266,75446.0,2547.0
39.95011,-75.1621167,145036.0,1859.0
39.9599691,-75.1906236,38976.0,7525.0
39.949642,-75.20730999999999,60817.0,1815.0
39.9452688,-75.2389426,50660.0,4602.0
39.9603385,-75.2253613,40933.0,4703.0
39.9718574,-75.2262116,47632.0,3993.0
39.95536329999999,-75.2338999,53182.0,5319.0
39.9854513,-75.24723279999999,44416.0,6886.0
39.984645,-75.2312609,63628.0,4600.0
39.9776479,-75.2667506,75446.0,2547.0
39.9673111,-75.24381819999999,42297.0,3576.0
39.949994,-75.146124,108438.0,1996.0
39.9791556,-75.26873119999999,75446.0,2547.0
39.973199,-75.2349866,28958.0,6196.0
39.9721357,-75.2447004,46492.0,6248.0
39.965979,-75.23227949999999,23750.0,3426.0
39.9720569,-75.2452176,46492.0,6248.0
39.9756378,-75.2420118,46492.0,6248.0
40.0689964,-75.0519333,48682.0,6362.0
40.0569832,-75.0478344,55102.0,5610.0
40.0621047,-75.05620929999999,46191.0,6919.0
40.0557918,-75.0455197,55389.0,3988.0
40.0610051,-75.0517145,55102.0,5610.0
40.057682,-75.044607,55389.0,3988.0
40.061091,-75.0522082,46191.0,6919.0
40.0552819,-75.0627341,47289.0,4053.0
40.1244411,-75.014687,83697.0,4864.0
40.0621059,-75.0562142,46191.0,6919.0
40.0568636,-75.04777229999999,55102.0,5610.0
40.0606564,-75.0517407,55102.0,5610.0
40.0692163,-75.0517769,48682.0,6362.0
40.0577574,-75.0446676,55389.0,3988.0
40.074261,-75.0333204,63115.0,3141.0
40.055003,-75.0630074,47289.0,4053.0
40.0811389,-75.03847499999999,66557.0,5197.0
40.0525947,-75.0651441,47289.0,4053.0
40.0571582,-75.0608902,46191.0,6919.0
40.0554346,-75.0626424,47289.0,4053.0
40.0600653,-75.0523906,46191.0,6919.0
40.0923877,-75.030973,69439.0,7515.0
40.0587006,-75.05258429999999,55102.0,5610.0
40.06073689999999,-75.04461839999999,48682.0,6362.0
40.0528402,-75.065016,47289.0,4053.0
40.053867,-74.98399959999999,66523.0,3873.0
40.078884,-75.029389,63115.0,3141.0
40.0600469,-75.0523338,46191.0,6919.0
40.05015239999999,-75.0111636,64608.0,4551.0
40.101805,-75.0283286,61939.0,5279.0
40.0855604,-75.0453869,118397.0,7951.0
40.0794488,-75.02537749999999,63115.0,3141.0
40.0730229,-75.0350287,77800.0,7822.0
40.044533,-75.017557,54689.0,5486.0
40.06057089999999,-75.04484049999999,48682.0,6362.0
40.061899,-75.0520087,46191.0,6919.0
40.084419,-75.02408199999999,63115.0,3141.0
40.07142109999999,-75.0497523,48682.0,6362.0
40.04952249999999,-75.05978089999999,47289.0,4053.0
40.0522235,-75.06470379999999,47289.0,4053.0
40.0590296,-75.0753941,67683.0,6431.0
40.0551584,-75.06283189999999,47289.0,4053.0
40.0601099,-75.0523304,46191.0,6919.0
40.0437267,-75.053517,45282.0,3597.0
40.0554922,-75.0625218,47289.0,4053.0
40.0726737,-75.0484061,48682.0,6362.0
40.0568956,-75.0276413,85298.0,3329.0
40.0869513,-75.03904849999999,69439.0,7515.0
40.06798999999999,-75.00627,78224.0,3617.0
39.9664132,-75.1342227,127520.0,1888.0
40.0922845,-75.031088,69439.0,7515.0
40.090417,-75.0325168,69439.0,7515.0
40.0512606,-75.0574472,55102.0,5610.0
40.081762,-75.026782,63115.0,3141.0
40.0585655,-75.05940799999999,46191.0,6919.0
40.0573352,-75.0148502,64608.0,4551.0
40.054673,-75.072744,68652.0,7588.0
40.0726573,-75.03403279999999,77800.0,7822.0
40.0827456,-75.0257963,63115.0,3141.0
40.0527363,-75.0650963,47289.0,4053.0
40.065846,-75.05086,48682.0,6362.0
40.0722366,-75.03112089999999,63115.0,3141.0
40.0510352,-75.0596139,55102.0,5610.0
40.0563615,-75.0605243,47289.0,4053.0
40.0792631,-75.02859289999999,63115.0,3141.0
40.076116,-75.03137629999999,63115.0,3141.0
40.043826,-75.0178277,54689.0,5486.0
40.0655529,-75.083023,58660.0,3178.0
40.0639868,-75.0545257,46191.0,6919.0
40.08617,-75.0451428,118397.0,7951.0
40.0528425,-75.0650023,47289.0,4053.0
40.0644535,-75.02129579999999,63115.0,3141.0
40.0841667,-75.0358333,66557.0,5197.0
40.0721964,-75.0335982,77800.0,7822.0
40.061588,-75.05604,46191.0,6919.0
40.0744941,-75.0330524,63115.0,3141.0
40.0746416,-75.0319688,63115.0,3141.0
40.0549708,-75.0631563,47289.0,4053.0
40.0586209,-75.0460873,55102.0,5610.0
40.05735,-75.06076999999999,46191.0,6919.0
39.8762826,-75.24188079999999,40477.11111111112,1365.4444444444443
39.8731797,-75.25200219999999,42144.814814814825,1462.9259259259259
39.88038179999999,-75.2378136,42144.81481481482,1462.9259259259259
39.8808199,-75.2373223,40616.08641975309,1373.567901234568
39.8878054,-75.2469988,41079.33744855967,1400.6460905349795
39.8769591,-75.24302,40616.08641975309,1373.567901234568
39.8761172,-75.24282149999999,40106.51028806585,1343.781893004115
39.8745626,-75.24378469999999,39936.65157750344,1333.8532235939642
39.903291,-75.2406365,35474.0,1073.0
39.9017147,-75.2401759,35474.0,1073.0
39.8748212,-75.2469878,41964.661636945595,1452.395518975766
39.8756485,-75.244008,39756.49839963421,1323.3228166438041
39.8731832,-75.25200889999999,43613.492150586804,1548.7738149672307
39.8769027,-75.24004839999999,40399.902606310025,1360.9314128943759
39.9110663,-75.2433597,67063.0,6183.0
39.8806274,-75.23724399999999,41053.60128029264,1399.1417466849564
39.8805564,-75.2385412,41271.50083828685,1411.8785246151501
39.8738472,-75.2439011,39639.827770157,1316.5031245237005
39.8777161,-75.2367944,41199.43956713916,1407.666361835086
39.8878107,-75.2470154,40988.97490219987,1395.3641721282327
39.8748609,-75.2436441,39639.827770157,1316.5031245237005
39.8905495,-75.2312516,41271.50083828685,1411.8785246151501
39.877889,-75.24467,40159.69836915105,1346.8908702941624
39.8756019,-75.2439984,39540.88650104151,1310.719758166946
39.8740043,-75.2434829,39738.769039272476,1322.2864908804552
39.9122591,-75.2333879,44199.0,5923.0
39.8951784,-75.2279726,37406.500279428954,1185.95950820505
39.8761043,-75.2432295,39801.298396247184,1325.9414892716215
39.8804378,-75.2377982,41271.50083828685,1411.8785246151501
39.8770466,-75.2405902,40497.70004572474,1366.6479195244628
39.8760517,-75.2432139,39888.102361315745,1331.015399639847
39.9024241,-75.242076,35474.0,1073.0
39.8761596,-75.2428376,39931.97034854293,1333.5795939718612
